student	Q#	answer	G1	G2	G3
1ae479e3-4ffa-44f0-b135-5e4df4964416	15	1776	-1	-1	-1
1ae479e3-4ffa-44f0-b135-5e4df4964416	16	civil war	-1	-1	-1
1ae479e3-4ffa-44f0-b135-5e4df4964416	17	fdr	-1	-1	-1
1ae479e3-4ffa-44f0-b135-5e4df4964416	18	mississippi	-1	-1	-1
1ae479e3-4ffa-44f0-b135-5e4df4964416	19	arizona	-1	-1	-1
1ae479e3-4ffa-44f0-b135-5e4df4964416	20	for the 13 colonies	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	1	the bill of rights	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	2	freedom of speech	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	3	declare our separation from england.	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	4	supply & demand	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	5	judicial	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	6	congress	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	7	larger populations	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	8	secretary of state	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	9	regulate trade	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	10	self governing	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	11	by voting & paying taxes	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	12	18	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	13	freedom of religion	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	14	to keep their freedoms	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	15	1776	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	16	civil war	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	17	roosevelt	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	18	mississippi	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	19	arizona	-1	-1	-1
03449b45-fa05-4be7-80c6-63391ec08dfa	20	to signify the 13 original colonies	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	1	bill of rights	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	2	free speech	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	3	declare the intent of the colonies to become an independent nation.	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	4	market	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	5	judicial	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	6	congress	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	7	based on population	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	8	speaker of the house	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	9	set taxes	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	10	every thing not specifically stated in the constitution	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	11	vote, run for office	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	12	18	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	13	freedom of religion	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	14	too many taxes without any say in parliament	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	15	1789	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	16	civil war	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	17	franklin delano roosevelt	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	18	mississippi	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	19	texas	-1	-1	-1
5b57c094-ee0d-4de6-ba94-634b87c8e293	20	13 original colonies	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	1	the right to free speech, the right to bear arms,	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	2	freedom of speech	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	3	declare the u.s. free from english rule.	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	4	free market capitalism	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	5	executive	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	6	congree	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	7	it's based on the census and population	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	8	secretary of state	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	9	the right to levy taxes	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	10	the right to make their own laws	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	11	voting\nrunning for office	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	12	18	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	13	religious freedom	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	14	taxation without representation was one reason	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	15	1776	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	16	the civil war	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	17	franklin roosevelt	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	18	mississipi	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	19	texas	-1	-1	-1
1ac9e10e-73d6-4401-b87d-16170dde84f3	20	the thirteen original colonies	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	1	bill of rights	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	2	freedom of speech	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	3	declare the independence of the colonies from great britain	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	4	capitalism	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	5	congress (legislative)	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	6	congress	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	7	because they have higher populations.	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	8	speaker of the house of representatives	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	9	the power to levy taxes	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	10	to raise a militia	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	11	voting and serving on a jury	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	12	18	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	13	land for farming	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	14	to gain their independence from great britain	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	15	1789	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	16	war of 1812	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	17	franklin delano roosevelt	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	18	mississippi river	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	19	texas	-1	-1	-1
8f0a776d-2841-4081-a6f3-a48f7d65b3b4	20	to represent the 13 original colonies	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	1	the bill of rights	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	2	right to free speech	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	3	declared independence from the british crown	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	4	capitalism	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	5	legislative	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	6	the legislative branch	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	7	higher population	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	8	speaker of the house	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	9	power to declare war	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	10	power to maintain their own budget	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	11	voting and organizing/protesting	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	12	18	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	13	to look for natural resources	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	14	to achieve independence from british rule and taxation	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	15	1776	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	16	spanish-american war	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	17	eisenhower	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	18	mississippi	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	19	texas	-1	-1	-1
8b7950b2-63eb-4617-880f-0b03b45ad574	20	to represent the 13 original colonies	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	1	the bill of rights	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	2	right to bear arms	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	3	declare us an independent nation.	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	4	free trade	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	5	juridical	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	6	supreme court	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	7	they have more people	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	8	supreme court master.	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	9	to enforce laws.	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	10	abortion laws.	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	11	vote and volunteer.	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	12	18	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	13	religious persecution.	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	14	high taxes.	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	15	1842	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	16	civil war.	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	17	roosevelt	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	18	mississippi	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	19	new mexico	-1	-1	-1
9be23560-89b8-40c0-9523-5a1dd2d8a0c7	20	13 original colonies.	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	1	bill of rights	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	2	the right to bear arms	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	3	declared our feedom from england and the begininng of the us	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	4	capitalism	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	5	supreme court	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	6	congress	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	7	have more people in them	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	8	speaker of th house	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	9	raise an army	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	10	make laws	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	11	voting and serving on a jury	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	12	18	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	13	to escape religious persecution. though it's true the puritans had over thrown the english government and ruled for a while under cromwell. during which time they persecuted non puritans and enacted harsh laws against sumptuary laws. when they were ousted out of power they came to the americas. where they set up colonies seeing themselves as setting up an example for the world.	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	14	because they wanted to make their own country free of england who was far away.	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	15	1776	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	16	spanish american war	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	17	franklin d roosevelt	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	18	missississppi river	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	19	texas	-1	-1	-1
af760ad3-711e-430f-86f1-f808bd83100c	20	there were originally 13 colonies.	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	1	the bill of rights	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	2	freedom of speech	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	3	declared independence from england	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	4	capitalism	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	5	legislative branch	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	6	congress	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	7	higher population	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	8	speaker of the house	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	9	the ability to regulate interstate commerce	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	10	the ability to tax their citizens	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	11	run for office, vote in elections	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	12	18	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	13	looking for religious freedom	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	14	one reason was that the colonists were being taxed by the british without any representation in parliament	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	15	1787	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	16	the war of 1812	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	17	franklin d. roosevelt	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	18	mississippi	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	19	texas	-1	-1	-1
bb6ad28d-9f65-4373-a24a-5a0a506ef9b0	20	the 13 stripes represent the 13 original colonies	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	1	bill of rights	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	2	freedom of speech	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	3	declare independence from england	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	4	free market	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	5	judicial	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	6	congress	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	7	population size	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	8	president pro temp	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	9	taxation	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	10	taxation	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	11	voting, protesting	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	12	18	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	13	exploration	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	14	high taxation	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	15	1803	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	16	civil war	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	17	fdr	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	18	mississippi	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	19	texas	-1	-1	-1
3d36e514-3f6e-4daf-9c0a-01dec3fdc830	20	colonies	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	1	the bill of rights	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	2	freedom of religion	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	3	declare the independence of the american colonies from great britain	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	4	capitalism	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	5	executive, legislative, judicial	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	6	congress	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	7	they have bigger populations and the seats in the house are based on population	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	8	the speaker of the house	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	9	to form and maintain an army/military	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	10	the powers that are not reserved for the federal government belong to the states.	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	11	one way is to study the issues and support certain candidates and their campaigns. another way is to vote.	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	12	18	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	13	religious freedom	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	14	one issue was taxation without representation. also, the colonists felt that in general they were not being given the rights as subjects of great britain that they were supposed to have.	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	15	1787	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	16	the war of 1812	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	17	president franklin d. roosevelt	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	18	the mississippi	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	19	california	-1	-1	-1
a9150acc-41c2-4173-9406-ffc02d8f211a	20	the stripes represent the original 13 colonies.	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	1	bill of rights	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	2	freedom of speech	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	3	declared us separate from great britain	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	4	capitalism	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	5	executive\nlegislative\njudicial	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	6	us congress	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	7	the number of representatives are based on the population of the states - more people, more reps.	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	8	secretary of state	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	9	power to collect income tax	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	10	right to allow people to choose to conceal carry	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	11	vote\nrun for office	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	12	18	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	13	to escape religious persecution	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	14	to gain independence	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	15	1776	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	16	mexican-american war	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	17	frank d. roosevelt, dwight eisenhower	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	18	mississippi, illinois	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	19	texas	-1	-1	-1
873d0b00-baab-47d4-8c2b-8970bf2b3192	20	13 of the original colonies	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	1	bill of rights	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	2	freedom of speech	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	3	seperated the colonies from england.	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	4	capitalism	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	5	executive	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	6	congress	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	7	larger population	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	8	senate majority leader	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	9	control interstate commerce	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	10	control it's in-state commerce	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	11	vote, run for office	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	12	18	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	13	to have their own religous freedom	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	14	to create their own country	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	15	1783	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	16	war of 1812	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	17	fdr	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	18	mississippi, rio grande	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	19	texas	-1	-1	-1
9b1f1333-53f0-49f9-92ce-7d0f012c3bc4	20	the first 13 colonies	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	1	bill of rights	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	2	freedom of speech	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	3	declares our indepence and a nation from english power	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	4	mixed	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	5	judicial	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	6	senate	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	7	population	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	8	speaker of the house	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	9	they are able to delcare war	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	10	th	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	11	they can vote, or they can sign up for the military	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	12	18	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	13	freedom	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	14	freedom	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	15	1787	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	16	civil war	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	17	hoover	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	18	mississippi river	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	19	texas	-1	-1	-1
fcdc0a0b-c1cb-4c6a-8f2e-546034de1662	20	13 original colonies	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	1	the bill of rights	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	2	freedom of speech	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	3	declared independence from great britain	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	4	capitalism	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	5	judicial	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	6	congress	-1	-1	-1
